city,city_ascii,state_id,state_name,county_name,lat,lng,zips
Fannett,Fannett,TX,Texas,Jefferson,29.925,-94.2389,77705
Searles Valley,Searles Valley,CA,California,San Bernardino,35.77,-117.3967,93562
Ellaville,Ellaville,GA,Georgia,Schley,32.238,-84.3089,31806
Loveland Park,Loveland Park,OH,Ohio,Warren,39.2951,-84.2641,45140
Zilwaukee,Zilwaukee,MI,Michigan,Saginaw,43.4809,-83.9223,48604
Temelec,Temelec,CA,California,Sonoma,38.2577,-122.4982,95476
Thorp,Thorp,WI,Wisconsin,Clark,44.9579,-90.8022,54771
Port Carbon,Port Carbon,PA,Pennsylvania,Schuylkill,40.6969,-76.1666,17965
Arcadia,Arcadia,IN,Indiana,Hamilton,40.1742,-86.0211,46030
Lincolnton,Lincolnton,GA,Georgia,Lincoln,33.7931,-82.4776,30817
Walker Valley,Walker Valley,NY,New York,Ulster,41.6399,-74.3761,12566 12588
Hampton,Hampton,TN,Tennessee,Carter,36.2772,-82.1728,37658
Baldwin,Baldwin,LA,Louisiana,St. Mary,29.8389,-91.5522,70514 70538
Bourbon,Bourbon,MO,Missouri,Crawford,38.1505,-91.2494,65441
Rockwell Place,Rockwell Place,TX,Texas,Randall,35.0422,-101.9084,79118 79015
Bunker Hill,Bunker Hill,OR,Oregon,Coos,43.3502,-124.2082,97420
Elizabeth,Elizabeth,CO,Colorado,Elbert,39.3589,-104.6196,80107
Munford,Munford,AL,Alabama,Talladega,33.5258,-85.9555,36268
Foxcliff Estates,Foxcliff Estates,IN,Indiana,Morgan,39.4787,-86.3917,46151
Vienna Bend,Vienna Bend,LA,Louisiana,Natchitoches,31.7372,-93.0343,71457
Teutopolis,Teutopolis,IL,Illinois,Effingham,39.132,-88.4795,62467
Houston,Houston,AK,Alaska,Matanuska-Susitna,61.6159,-149.8003,99694 99652
Inglis,Inglis,FL,Florida,Levy,29.0323,-82.6603,34449
Gilbert,Gilbert,MN,Minnesota,St. Louis,47.4912,-92.4612,55741 55734
Milton,Milton,NY,New York,Ulster,41.6571,-73.9661,12547 12542
Tekamah,Tekamah,NE,Nebraska,Burt,41.778,-96.2247,68061
Island Heights,Island Heights,NJ,New Jersey,Ocean,39.9424,-74.1454,08732
New Hartford Center,New Hartford Center,CT,Connecticut,Northwest Hills,41.8802,-72.9753,06057 06061
Purvis,Purvis,MS,Mississippi,Lamar,31.145,-89.4054,39475
Painted Post,Painted Post,NY,New York,Steuben,42.1634,-77.0925,14870
Arden on the Severn,Arden on the Severn,MD,Maryland,Anne Arundel,39.0677,-76.5964,21032
Wilder,Wilder,ID,Idaho,Canyon,43.6782,-116.907,83676
Wellston,Wellston,MO,Missouri,St. Louis,38.675,-90.2941,63133
Morrisonville,Morrisonville,NY,New York,Clinton,44.6941,-73.5552,12901 12962
Blue Ridge,Blue Ridge,GA,Georgia,Fannin,34.8666,-84.3218,30513
Malvern,Malvern,OH,Ohio,Carroll,40.6894,-81.1803,44644
Baird,Baird,TX,Texas,Callahan,32.396,-99.3963,79504
Bull Shoals,Bull Shoals,AR,Arkansas,Marion,36.3748,-92.5902,72619
Wacousta,Wacousta,MI,Michigan,Clinton,42.8202,-84.6907,48822 48837 48820
Oroville,Oroville,WA,Washington,Okanogan,48.9419,-119.4305,98844
Orchard Hills,Orchard Hills,PA,Pennsylvania,Armstrong,40.5849,-79.5416,15613
Santa Nella,Santa Nella,CA,California,Merced,37.1012,-121.0157,95322
Ridgely,Ridgely,MD,Maryland,Caroline,38.9528,-75.8828,21660
Houghton,Houghton,NY,New York,Allegany,42.4277,-78.1638,14744
Mokuleia,Mokuleia,HI,Hawaii,Honolulu,21.5771,-158.1714,96791
Walnut Creek,Walnut Creek,NC,North Carolina,Wayne,35.3051,-77.8714,27534
Howard City,Howard City,MI,Michigan,Montcalm,43.3947,-85.4683,49329
La Luz,La Luz,NM,New Mexico,Otero,32.9698,-105.9388,88310 88337
Oberlin,Oberlin,LA,Louisiana,Allen,30.6069,-92.7724,70655 70648
Venice,Venice,IL,Illinois,Madison,38.6719,-90.169,62090 62060
Ashaway,Ashaway,RI,Rhode Island,Washington,41.426,-71.7852,02804
Waterville,Waterville,NY,New York,Oneida,42.9306,-75.3802,13480
Clintondale,Clintondale,NY,New York,Ulster,41.6924,-74.0429,12515 12528
Forsyth,Forsyth,MT,Montana,Rosebud,46.2669,-106.6749,59327
Akron,Akron,CO,Colorado,Washington,40.1635,-103.2202,80720
Stuart,Stuart,VA,Virginia,Patrick,36.6404,-80.2687,24171
Lewiston,Lewiston,MN,Minnesota,Winona,43.9824,-91.8694,55952
Woodside East,Woodside East,DE,Delaware,Kent,39.0676,-75.5376,19943 19962
Mannington,Mannington,WV,West Virginia,Marion,39.5274,-80.3409,26582
Hillcrest,Hillcrest,IL,Illinois,Ogle,41.9669,-89.0626,61068
Noel,Noel,MO,Missouri,McDonald,36.5432,-94.4888,64854
Kaibito,Kaibito,AZ,Arizona,Coconino,36.592,-111.1071,86053
Greenup,Greenup,IL,Illinois,Cumberland,39.2484,-88.1598,62428
Plentywood,Plentywood,MT,Montana,Sheridan,48.776,-104.5574,59254
Gower,Gower,MO,Missouri,Clinton,39.6129,-94.5947,64454
Elizabeth Lake,Elizabeth Lake,CA,California,Los Angeles,34.6589,-118.3785,93532
Ko Olina,Ko Olina,HI,Hawaii,Honolulu,21.3378,-158.1188,96707
Stevenson,Stevenson,WA,Washington,Skamania,45.6927,-121.8949,98648
Hughes Springs,Hughes Springs,TX,Texas,Cass,32.9987,-94.6311,75656
Bryson City,Bryson City,NC,North Carolina,Swain,35.4262,-83.4475,28713
Captains Cove,Captains Cove,VA,Virginia,Accomack,38.0003,-75.4173,23356
Mikes,Mikes,TX,Texas,Starr,26.3147,-98.6336,78582
Bremen,Bremen,OH,Ohio,Fairfield,39.706,-82.4296,43107
Guttenberg,Guttenberg,IA,Iowa,Clayton,42.7885,-91.1058,52052
Flomaton,Flomaton,AL,Alabama,Escambia,31.0127,-87.2541,36441
Braham,Braham,MN,Minnesota,Isanti,45.7223,-93.1717,55006
Hollis,Hollis,OK,Oklahoma,Harmon,34.6897,-99.9153,73550
La Huerta,La Huerta,NM,New Mexico,Eddy,32.4489,-104.2225,88220
Sylvan Lake,Sylvan Lake,MI,Michigan,Oakland,42.6172,-83.3331,48320
Surrey,Surrey,ND,North Dakota,Ward,48.2433,-101.1333,58785
Fránquez,Franquez,PR,Puerto Rico,Morovis,18.3401,-66.4276,00687
Catlettsburg,Catlettsburg,KY,Kentucky,Boyd,38.419,-82.6025,41129
Danbury,Danbury,TX,Texas,Brazoria,29.2274,-95.3461,77534
Unionville,Unionville,GA,Georgia,Tift,31.4363,-83.5084,31794
Descanso,Descanso,CA,California,San Diego,32.8696,-116.6279,91916
Holliday,Holliday,TX,Texas,Archer,33.8141,-98.6899,76366 76310
Youngsville,Youngsville,PA,Pennsylvania,Warren,41.8525,-79.3167,16371
Pine Island Center,Pine Island Center,FL,Florida,Lee,26.6351,-82.1253,33922
Grand Canyon Village,Grand Canyon Village,AZ,Arizona,Coconino,36.0474,-112.1623,86023
Tsaile,Tsaile,AZ,Arizona,Apache,36.3033,-109.2157,86556
South Palm Beach,South Palm Beach,FL,Florida,Palm Beach,26.5898,-80.039,33480
Osakis,Osakis,MN,Minnesota,Douglas,45.8649,-95.1524,56360
Lake Waccamaw,Lake Waccamaw,NC,North Carolina,Columbus,34.3141,-78.5117,28450
Montour Falls,Montour Falls,NY,New York,Schuyler,42.3499,-76.8484,14865
Westport,Westport,IN,Indiana,Decatur,39.1767,-85.5746,47283
Tunkhannock,Tunkhannock,PA,Pennsylvania,Wyoming,41.5413,-75.9485,18657
McClellan Park,McClellan Park,CA,California,Sacramento,38.6629,-121.4016,95652
Christmas,Christmas,FL,Florida,Orange,28.5605,-81.0201,32709
Hinckley,Hinckley,MN,Minnesota,Pine,46.0122,-92.9256,55037
Oronoco,Oronoco,MN,Minnesota,Olmsted,44.1598,-92.5401,55960
Bement,Bement,IL,Illinois,Piatt,39.923,-88.5724,61813
Hawkins,Hawkins,TX,Texas,Wood,32.5917,-95.2027,75765
Belzoni,Belzoni,MS,Mississippi,Humphreys,33.1804,-90.4863,39038
Seadrift,Seadrift,TX,Texas,Calhoun,28.4142,-96.7162,77983
Hatch,Hatch,NM,New Mexico,Doña Ana,32.6663,-107.1644,87937
Flying Hills,Flying Hills,PA,Pennsylvania,Berks,40.2787,-75.9164,19607
Roodhouse,Roodhouse,IL,Illinois,Greene,39.484,-90.374,62082
Radium Springs,Radium Springs,NM,New Mexico,Doña Ana,32.4783,-106.9031,88007
Lake Como,Lake Como,NJ,New Jersey,Monmouth,40.1706,-74.0262,07719
Akron,Akron,IA,Iowa,Plymouth,42.8268,-96.5572,51001
Browntown,Browntown,PA,Pennsylvania,Luzerne,41.3139,-75.7826,18640
Kayak Point,Kayak Point,WA,Washington,Snohomish,48.1387,-122.3342,98292
Interlachen,Interlachen,FL,Florida,Putnam,29.6203,-81.8963,32148 32149
Middletown,Middletown,CA,California,Lake,38.7518,-122.6221,95461
Drexel,Drexel,OH,Ohio,Montgomery,39.7382,-84.2931,45417
Conashaugh Lakes,Conashaugh Lakes,PA,Pennsylvania,Pike,41.3041,-74.9933,18337
East Washington,East Washington,PA,Pennsylvania,Washington,40.1745,-80.2325,15301
Terra Bella,Terra Bella,CA,California,Tulare,35.96,-119.0387,93270
Erie,Erie,IL,Illinois,Whiteside,41.6589,-90.0813,61250
Río Blanco,Rio Blanco,PR,Puerto Rico,Naguabo,18.2123,-65.793,00718
Sunnyside-Tahoe City,Sunnyside-Tahoe City,CA,California,Placer,39.1507,-120.1596,96145
Frisco City,Frisco City,AL,Alabama,Monroe,31.4353,-87.4037,36445
Sea Bright,Sea Bright,NJ,New Jersey,Monmouth,40.3653,-73.977,07760
Industry,Industry,PA,Pennsylvania,Beaver,40.6595,-80.4115,15009 15052
Eaton,Eaton,IN,Indiana,Delaware,40.3218,-85.3591,47338 47303
McCord,McCord,OK,Oklahoma,Osage,36.6797,-97.0346,74604
Eleanor,Eleanor,WV,West Virginia,Putnam,38.5371,-81.9254,25070
Cleveland,Cleveland,WI,Wisconsin,Manitowoc,43.9177,-87.7469,53015
South Charleston,South Charleston,OH,Ohio,Clark,39.8243,-83.6417,45368
Uniontown,Uniontown,AL,Alabama,Perry,32.449,-87.4958,36786
West Falmouth,West Falmouth,MA,Massachusetts,Barnstable,41.6012,-70.6364,02540 02574
Moundridge,Moundridge,KS,Kansas,McPherson,38.2021,-97.515,67107
Hartshorne,Hartshorne,OK,Oklahoma,Pittsburg,34.8392,-95.5596,74547
Seeley,Seeley,CA,California,Imperial,32.7893,-115.6843,92243 92273
Sophia,Sophia,WV,West Virginia,Raleigh,37.7117,-81.2525,25921
Cedar Glen West,Cedar Glen West,NJ,New Jersey,Ocean,40.0418,-74.2851,08759
Tawas City,Tawas City,MI,Michigan,Iosco,44.2679,-83.5244,48763 48764
Fairfax,Fairfax,CA,California,Kern,35.3469,-118.9339,93307
Manson,Manson,IA,Iowa,Calhoun,42.5287,-94.54,50563
North Industry,North Industry,OH,Ohio,Stark,40.7362,-81.3728,44706 44707
Pine Grove Mills,Pine Grove Mills,PA,Pennsylvania,Centre,40.7315,-77.8884,16868 16801
Lakefield,Lakefield,MN,Minnesota,Jackson,43.678,-95.1695,56150
Bingham Farms,Bingham Farms,MI,Michigan,Oakland,42.5176,-83.278,48025
Lake City,Lake City,IA,Iowa,Calhoun,42.2677,-94.7311,51449
Bolindale,Bolindale,OH,Ohio,Trumbull,41.2088,-80.7785,44484
Whitehall,Whitehall,WI,Wisconsin,Trempealeau,44.3605,-91.3377,54773
North Belle Vernon,North Belle Vernon,PA,Pennsylvania,Westmoreland,40.132,-79.8639,15012
Bell Acres,Bell Acres,PA,Pennsylvania,Allegheny,40.5898,-80.1738,15143
Palm Valley,Palm Valley,TX,Texas,Cameron,26.2015,-97.7546,78552
Sneedville,Sneedville,TN,Tennessee,Hancock,36.5366,-83.2098,37869
Plymouth,Plymouth,OH,Ohio,Huron,40.9965,-82.6672,44865
Harpersville,Harpersville,AL,Alabama,Shelby,33.3184,-86.4286,35078
Prairie City,Prairie City,IA,Iowa,Jasper,41.5954,-93.2393,50228
Jobos,Jobos,PR,Puerto Rico,Guayama,17.9608,-66.1655,00784
Carnegie,Carnegie,OK,Oklahoma,Caddo,35.103,-98.5996,73015
Woodland Park,Woodland Park,NE,Nebraska,Stanton,42.0542,-97.3452,68701
Rocky Point,Rocky Point,WA,Washington,Kitsap,47.5886,-122.6673,98312
Ballard,Ballard,UT,Utah,Uintah,40.2949,-109.9493,84066
Pelahatchie,Pelahatchie,MS,Mississippi,Rankin,32.3148,-89.8083,39042 39145
Wabasso,Wabasso,FL,Florida,Indian River,27.7486,-80.4421,32970 32967 32958
Olivet,Olivet,NJ,New Jersey,Salem,39.5402,-75.1727,08318
Mona,Mona,UT,Utah,Juab,39.8121,-111.8495,84645
Morrice,Morrice,MI,Michigan,Shiawassee,42.8362,-84.1833,48857
El Mangó,El Mango,PR,Puerto Rico,Juncos,18.2345,-65.8751,00777
Rehobeth,Rehobeth,AL,Alabama,Houston,31.1242,-85.4383,36301
Plain View,Plain View,NC,North Carolina,Sampson,35.2457,-78.5634,28334
North Pekin,North Pekin,IL,Illinois,Tazewell,40.6114,-89.6225,61554
Pine Valley,Pine Valley,CA,California,San Diego,32.8415,-116.5107,91962
Poth,Poth,TX,Texas,Wilson,29.0726,-98.0809,78147
Gordon,Gordon,NE,Nebraska,Sheridan,42.8064,-102.204,69343
Oak Hill,Oak Hill,OH,Ohio,Jackson,38.8973,-82.5694,45656
Topaz Ranch Estates,Topaz Ranch Estates,NV,Nevada,Douglas,38.7357,-119.5008,89444
Barview,Barview,OR,Oregon,Coos,43.347,-124.3073,97420
Haskell,Haskell,OK,Oklahoma,Muskogee,35.8187,-95.6805,74436
The Galena Territory,The Galena Territory,IL,Illinois,Jo Daviess,42.3955,-90.3184,61036
Forest Heights,Forest Heights,TX,Texas,Orange,30.2339,-93.761,77632
Englewood,Englewood,TN,Tennessee,McMinn,35.4228,-84.4883,37329
Shenorock,Shenorock,NY,New York,Westchester,41.3307,-73.7409,10598 10587
Hillsboro,Hillsboro,ND,North Dakota,Traill,47.403,-97.0635,58045
Elwood,Elwood,UT,Utah,Box Elder,41.6759,-112.1376,84337
Gibbon,Gibbon,NE,Nebraska,Buffalo,40.7461,-98.8458,68840
Mantua,Mantua,UT,Utah,Box Elder,41.5006,-111.9344,84324
Carter,Carter,TX,Texas,Parker,32.9139,-97.7343,76085 76082
Hackleburg,Hackleburg,AL,Alabama,Marion,34.2693,-87.8303,35564
Stuart,Stuart,IA,Iowa,Adair,41.5004,-94.3182,50250
Hebron,Hebron,NE,Nebraska,Thayer,40.1685,-97.5866,68370
Henderson,Henderson,LA,Louisiana,St. Martin,30.3184,-91.8065,70517
Manito,Manito,IL,Illinois,Mason,40.4201,-89.7806,61546
Cienega Springs,Cienega Springs,AZ,Arizona,La Paz,34.2009,-114.2089,85344
Laingsburg,Laingsburg,MI,Michigan,Shiawassee,42.8906,-84.35,48848
Lincoln,Lincoln,DE,Delaware,Sussex,38.868,-75.4229,19960
River Hills,River Hills,WI,Wisconsin,Milwaukee,43.1716,-87.9353,53217
Harbor Hills,Harbor Hills,OH,Ohio,Licking,39.9366,-82.4343,43025 43076
Conyngham,Conyngham,PA,Pennsylvania,Luzerne,40.9913,-76.0599,18219 18249
Grayling,Grayling,MI,Michigan,Crawford,44.6566,-84.7091,49738
Pacific City,Pacific City,OR,Oregon,Tillamook,45.2054,-123.9536,97135 97112
Halsey,Halsey,OR,Oregon,Linn,44.3827,-123.111,97348
South Dos Palos,South Dos Palos,CA,California,Merced,36.9707,-120.6467,93620 93665
White Pigeon,White Pigeon,MI,Michigan,St. Joseph,41.7977,-85.6485,49099
Warren,Warren,MN,Minnesota,Marshall,48.194,-96.7688,56762
Neligh,Neligh,NE,Nebraska,Antelope,42.1291,-98.03,68756
Reform,Reform,AL,Alabama,Pickens,33.3788,-88.0173,35481
Montgomery,Montgomery,WV,West Virginia,Fayette,38.175,-81.3245,25136 25126
Nissequogue,Nissequogue,NY,New York,Suffolk,40.9023,-73.1923,11780
Nashua,Nashua,IA,Iowa,Chickasaw,42.9503,-92.5417,50658
Worthington,Worthington,IN,Indiana,Greene,39.1185,-86.9798,47471
Shell Rock,Shell Rock,IA,Iowa,Butler,42.7126,-92.5816,50670
Burton,Burton,OH,Ohio,Geauga,41.4708,-81.1456,44021
Middletown,Middletown,VA,Virginia,Frederick,39.0287,-78.2781,22645
Olivet,Olivet,MI,Michigan,Eaton,42.444,-84.9246,49076
Cedar Bluff,Cedar Bluff,AL,Alabama,Cherokee,34.2217,-85.5882,35959
Huntsville,Huntsville,TN,Tennessee,Scott,36.4112,-84.5056,37756 37755
New Middletown,New Middletown,OH,Ohio,Mahoning,40.9646,-80.5597,44442
Wind Point,Wind Point,WI,Wisconsin,Racine,42.7814,-87.7721,53402
Ainsworth,Ainsworth,NE,Nebraska,Brown,42.5485,-99.8576,69210
Southside Place,Southside Place,TX,Texas,Harris,29.7089,-95.4366,77025 77005
Webster,Webster,FL,Florida,Sumter,28.6114,-82.0493,33514 33597
Greenback,Greenback,TN,Tennessee,Loudon,35.6487,-84.1725,37742
Beverly Hills,Beverly Hills,TX,Texas,McLennan,31.5224,-97.1564,76711
Rector,Rector,AR,Arkansas,Clay,36.2642,-90.2935,72461
Cherokee,Cherokee,NC,North Carolina,Swain,35.486,-83.3011,28719
Ledbetter,Ledbetter,KY,Kentucky,Livingston,37.0485,-88.4949,42058
North Key Largo,North Key Largo,FL,Florida,Monroe,25.2574,-80.3242,33037
New Paris,New Paris,IN,Indiana,Elkhart,41.5005,-85.8249,46553
Hines,Hines,OR,Oregon,Harney,43.5569,-119.0803,97738
Monroeville,Monroeville,OH,Ohio,Huron,41.244,-82.7018,44847
Salisbury,Salisbury,MO,Missouri,Chariton,39.4233,-92.8025,65281
Sharpsburg,Sharpsburg,NC,North Carolina,Nash,35.8663,-77.8306,27803 27878
Frenchtown,Frenchtown,MT,Montana,Missoula,47.0287,-114.2461,59834
Homer,Homer,GA,Georgia,Banks,34.3355,-83.4986,30547
Urbana,Urbana,IA,Iowa,Benton,42.2286,-91.8867,52345
Perry,Perry,OH,Ohio,Lake,41.7636,-81.143,44081
Fairplay,Fairplay,GA,Georgia,Douglas,33.6187,-84.8605,30135 30187
Ogden,Ogden,KS,Kansas,Riley,39.1128,-96.7028,66517
Rome,Rome,IL,Illinois,Peoria,40.8754,-89.5129,61523 61562
Hopwood,Hopwood,PA,Pennsylvania,Fayette,39.8773,-79.7017,15401 15445
Yacolt,Yacolt,WA,Washington,Clark,45.8652,-122.4062,98675
Cottonwood Shores,Cottonwood Shores,TX,Texas,Burnet,30.555,-98.3276,78657
Roxana,Roxana,IL,Illinois,Madison,38.8315,-90.0464,62084 62025
St. Matthews,St. Matthews,SC,South Carolina,Calhoun,33.664,-80.778,29135
Ripley,Ripley,OH,Ohio,Brown,38.7325,-83.8346,45167
Rio Rancho Estates,Rio Rancho Estates,NM,New Mexico,Sandoval,35.3004,-106.7985,87124 87144
Beaver,Beaver,OK,Oklahoma,Beaver,36.815,-100.5236,73932
Comanche,Comanche,OK,Oklahoma,Stephens,34.3567,-97.9509,73529
Aceitunas,Aceitunas,PR,Puerto Rico,Moca,18.4455,-67.0669,00676
West Sharyland,West Sharyland,TX,Texas,Hidalgo,26.2719,-98.3404,78573
West Buechel,West Buechel,KY,Kentucky,Jefferson,38.195,-85.6678,40218
Meadview,Meadview,AZ,Arizona,Mohave,35.9532,-114.0789,86444
Roseto,Roseto,PA,Pennsylvania,Northampton,40.8778,-75.2204,18013
Devon,Devon,PA,Pennsylvania,Chester,40.0496,-75.4272,19333 19312
Cambridge City,Cambridge City,IN,Indiana,Wayne,39.8125,-85.1703,47327
Hoopers Creek,Hoopers Creek,NC,North Carolina,Henderson,35.448,-82.4294,28732
Nellysford,Nellysford,VA,Virginia,Nelson,37.9132,-78.8829,22958
Cumberland Head,Cumberland Head,NY,New York,Clinton,44.7177,-73.398,12901
Ferrum,Ferrum,VA,Virginia,Franklin,36.9314,-80.0148,24088
Spencer,Spencer,WI,Wisconsin,Marathon,44.7544,-90.2983,54479
Palmarejo,Palmarejo,PR,Puerto Rico,Lajas,18.0409,-67.0766,00667
Springfield,Springfield,NE,Nebraska,Sarpy,41.0854,-96.1333,68059
Harwich Center,Harwich Center,MA,Massachusetts,Barnstable,41.6923,-70.0694,02645
Lac du Flambeau,Lac du Flambeau,WI,Wisconsin,Vilas,45.9696,-89.8994,54538
Oakland,Oakland,MO,Missouri,St. Louis,38.5768,-90.3849,63122
Ivanhoe,Ivanhoe,TX,Texas,Tyler,30.6799,-94.4154,75979
Cohoe,Cohoe,AK,Alaska,Kenai Peninsula,60.2681,-151.2843,99610
Gruetli-Laager,Gruetli-Laager,TN,Tennessee,Grundy,35.3726,-85.6375,37339
Monona,Monona,IA,Iowa,Clayton,43.0504,-91.391,52159
Smith Valley,Smith Valley,NV,Nevada,Lyon,38.8109,-119.3517,89444 89430
Shannon,Shannon,GA,Georgia,Floyd,34.3406,-85.0854,30161 30172
Galena,Galena,IN,Indiana,Floyd,38.3513,-85.9372,47124 47119
Noank,Noank,CT,Connecticut,Southeastern Connecticut,41.3339,-71.9978,06355 06340
Oblong,Oblong,IL,Illinois,Crawford,39.0022,-87.9107,62449
St. Jacob,St. Jacob,IL,Illinois,Madison,38.7198,-89.768,62249 62281
Paxtang,Paxtang,PA,Pennsylvania,Dauphin,40.2623,-76.8342,17111
Preston,Preston,TX,Texas,Grayson,33.8671,-96.6596,75076
Standish,Standish,MI,Michigan,Arenac,43.9794,-83.9637,48658
Colwich,Colwich,KS,Kansas,Sedgwick,37.7818,-97.5363,67030
Rio Vista,Rio Vista,TX,Texas,Johnson,32.2351,-97.3745,76093
Boring,Boring,OR,Oregon,Clackamas,45.4304,-122.3716,97009
Paul,Paul,ID,Idaho,Minidoka,42.6052,-113.7847,83347
Chesapeake,Chesapeake,WV,West Virginia,Kanawha,38.2232,-81.5363,25214 25315
Saint John's University,Saint John's University,MN,Minnesota,Stearns,45.5798,-94.3931,56321
Fairfax,Fairfax,OH,Ohio,Hamilton,39.1432,-84.3972,45227
Minorca,Minorca,LA,Louisiana,Concordia,31.5725,-91.4884,71373
Royal City,Royal City,WA,Washington,Grant,46.9018,-119.6205,99357
Bradford,Bradford,OH,Ohio,Miami,40.1319,-84.4293,45308
Crainville,Crainville,IL,Illinois,Williamson,37.7511,-89.06,62918
Rural Retreat,Rural Retreat,VA,Virginia,Wythe,36.901,-81.2765,24368
Vander,Vander,NC,North Carolina,Cumberland,35.0347,-78.7887,28312
Wilson-Conococheague,Wilson-Conococheague,MD,Maryland,Washington,39.653,-77.8306,21722 21740
Stedman,Stedman,NC,North Carolina,Cumberland,35.0114,-78.6996,28391
Richland,Richland,PA,Pennsylvania,Lebanon,40.3574,-76.2569,17087
Norris City,Norris City,IL,Illinois,White,37.979,-88.3279,62869
Hato Candal,Hato Candal,PR,Puerto Rico,Río Grande,18.3732,-65.7906,00745
Appalachia,Appalachia,VA,Virginia,Wise,36.9098,-82.7882,24216 24219
Estell Manor,Estell Manor,NJ,New Jersey,Atlantic,39.3587,-74.7752,08317 08319 08330 08270
Malaga,Malaga,NJ,New Jersey,Gloucester,39.5787,-75.0589,08328
Lovelock,Lovelock,NV,Nevada,Pershing,40.1787,-118.4775,89419
Mustang Ridge,Mustang Ridge,TX,Texas,Travis,30.0574,-97.6851,78747 78610 78616
Spring Valley,Spring Valley,AZ,Arizona,Yavapai,34.3452,-112.1592,86333
Whitewright,Whitewright,TX,Texas,Grayson,33.5108,-96.3956,75491
Rosanky,Rosanky,TX,Texas,Bastrop,29.9537,-97.3065,78953 78957
Hoback,Hoback,WY,Wyoming,Teton,43.3082,-110.7443,83001
Olivet,Olivet,TN,Tennessee,Hardin,35.2048,-88.1939,38372
Frenchtown,Frenchtown,NJ,New Jersey,Hunterdon,40.5272,-75.0571,08825
Marbury,Marbury,AL,Alabama,Autauga,32.6793,-86.4608,36022 36051
Nebo,Nebo,NC,North Carolina,McDowell,35.7106,-81.918,28761
Level Plains,Level Plains,AL,Alabama,Dale,31.3071,-85.7687,36330 36322
Thornville,Thornville,OH,Ohio,Perry,39.8944,-82.4203,43076
Molino,Molino,FL,Florida,Escambia,30.7123,-87.324,32577
Tariffville,Tariffville,CT,Connecticut,Capitol,41.9071,-72.7684,06081
Patrick AFB,Patrick AFB,FL,Florida,Brevard,28.2346,-80.6079,32925
Limestone Creek,Limestone Creek,FL,Florida,Palm Beach,26.9432,-80.1407,33458
Logansport,Logansport,LA,Louisiana,De Soto,31.9763,-93.9933,71049
Wilson,Wilson,OK,Oklahoma,Carter,34.1684,-97.426,73463
Clark Mills,Clark Mills,NY,New York,Oneida,43.0895,-75.3757,13321 13323 13492
Gray,Gray,TN,Tennessee,Washington,36.4219,-82.4767,37615
Coeburn,Coeburn,VA,Virginia,Wise,36.9444,-82.4698,24230
Pandora,Pandora,OH,Ohio,Putnam,40.9474,-83.9567,45877
Palmer,Palmer,TX,Texas,Cameron,26.0703,-97.6342,78586
Ruhenstroth,Ruhenstroth,NV,Nevada,Douglas,38.8913,-119.6833,89410
Tennille,Tennille,GA,Georgia,Washington,32.9359,-82.8134,31089
Buena Vista,Buena Vista,PR,Puerto Rico,Arroyo,17.9964,-66.0515,00714
Averill Park,Averill Park,NY,New York,Rensselaer,42.6393,-73.5583,12018
Camp Croft,Camp Croft,SC,South Carolina,Spartanburg,34.9102,-81.8595,29302
Hawthorne,Hawthorne,FL,Florida,Alachua,29.5938,-82.0944,32640
Union City,Union City,OK,Oklahoma,Canadian,35.4015,-97.9047,73090 73036
Guthrie Center,Guthrie Center,IA,Iowa,Guthrie,41.6779,-94.4991,50115
Fayette,Fayette,MS,Mississippi,Jefferson,31.7122,-91.062,39069
Greenville,Greenville,IN,Indiana,Floyd,38.3716,-85.9826,47124
Lockney,Lockney,TX,Texas,Floyd,34.123,-101.4424,79241 79221
El Valle de Arroyo Seco,El Valle de Arroyo Seco,NM,New Mexico,Santa Fe,35.9526,-106.026,87532
Oglala,Oglala,SD,South Dakota,Oglala Lakota,43.1849,-102.7268,57764
Justice,Justice,OK,Oklahoma,Rogers,36.2908,-95.5636,74019
Lakeview,Lakeview,WA,Washington,Grant,47.3755,-119.5044,98851
Barton,Barton,NM,New Mexico,Bernalillo,35.0653,-106.2569,87015 87059
Ragland,Ragland,AL,Alabama,St. Clair,33.7469,-86.1384,35131
Rossville,Rossville,IN,Indiana,Clinton,40.4196,-86.5958,46065
Mescal,Mescal,AZ,Arizona,Cochise,31.9676,-110.4368,85602
Fisher,Fisher,IL,Illinois,Champaign,40.3157,-88.3503,61843
Owenton,Owenton,KY,Kentucky,Owen,38.5385,-84.8411,40359
Delavan,Delavan,IL,Illinois,Tazewell,40.371,-89.5461,61734
Dravosburg,Dravosburg,PA,Pennsylvania,Allegheny,40.3508,-79.8907,15034
Ina,Ina,IL,Illinois,Jefferson,38.1499,-88.904,62846 62816
West Alexandria,West Alexandria,OH,Ohio,Preble,39.745,-84.5361,45381
Wolf Creek,Wolf Creek,UT,Utah,Weber,41.3253,-111.8288,84310
Dover Beaches North,Dover Beaches North,NJ,New Jersey,Ocean,39.9921,-74.0715,08735 08739
Norwood,Norwood,OK,Oklahoma,Cherokee,35.8491,-95.1493,74441 74434
Conway Springs,Conway Springs,KS,Kansas,Sumner,37.3899,-97.643,67031
Rosharon,Rosharon,TX,Texas,Brazoria,29.35,-95.453,77583
Frazee,Frazee,MN,Minnesota,Becker,46.7282,-95.7026,56544
